semester,occupancy-student,occupancy-permanent-academic-staff ,temp-acaemic,executive-non-academic,other-non-academic ,no-of-degree-programs ,no-of-departments,total 
1,1000,59,57,4,24,4,8,37462.88439
1,1000,68,16,1,8,4,3,34687.47159
1,1000,68,16,1,24,4,3,35396.39109
1,1000,68,16,2,8,4,3,34788.82689
1,1000,68,16,2,24,4,3,35497.74639
1,1000,68,16,3,8,4,3,34884.73409
1,1000,68,16,3,24,4,3,35593.65359
1,1000,68,16,4,8,4,3,34972.37239
1,1000,68,16,4,24,4,3,35681.29189
1,1000,68,24,1,8,4,4,35228.77899
1,1000,68,24,1,24,4,4,35937.69849
1,1000,68,24,2,8,4,4,35330.13429
1,1000,68,24,2,24,4,4,36039.05379
1,1000,68,24,3,8,4,4,35426.04149
1,1000,68,24,3,24,4,4,36134.96099
1,1000,68,24,4,8,4,4,35513.67979
1,1000,68,24,4,24,4,4,36222.59929
1,1000,68,32,1,8,4,5,35689.16039
1,1000,68,32,1,24,4,5,36398.07989
1,1000,68,32,2,8,4,5,35790.51569
1,1000,68,32,2,24,4,5,36499.43519
1,1000,68,32,3,8,4,5,35886.42289
1,1000,68,32,3,24,4,5,36595.34239
1,1000,68,32,4,8,4,5,35974.06119
1,1000,68,32,4,24,4,5,36682.98069
1,1000,68,40,1,8,4,6,36000.99399
1,1000,68,40,1,24,4,6,36709.91349
1,1000,68,40,2,8,4,6,36102.34929
1,1000,68,40,2,24,4,6,36811.26879
1,1000,68,40,3,8,4,6,36198.25649
1,1000,68,40,3,24,4,6,36907.17599
1,1000,68,40,4,8,4,6,36285.89479
1,1000,68,40,4,24,4,6,36994.81429
1,1000,68,49,1,8,4,7,36408.57139
1,1000,68,49,1,24,4,7,37117.49089
1,1000,68,49,2,8,4,7,36509.92669
1,1000,68,49,2,24,4,7,37218.84619
1,1000,68,49,3,8,4,7,36605.83389
1,1000,68,49,3,24,4,7,37314.75339
1,1000,68,49,4,8,4,7,36693.47219
1,1000,68,49,4,24,4,7,37402.39169
1,1000,68,57,1,8,4,8,37258.15199
1,1000,68,57,1,24,4,8,37967.07149
1,1000,68,57,2,8,4,8,37359.50729
1,1000,68,57,2,24,4,8,38068.42679
1,1000,68,57,3,8,4,8,37455.41449
1,1000,68,57,3,24,4,8,38164.33399
1,1000,68,57,4,8,4,8,37543.05279
1,1000,68,57,4,24,4,8,38251.97229
1,1000,74,16,1,8,4,3,35158.52329
1,1000,74,16,1,24,4,3,35867.44279
1,1000,74,16,2,8,4,3,35259.87859
1,1000,74,16,2,24,4,3,35968.79809
1,1000,74,16,3,8,4,3,35355.78579
1,1000,74,16,3,24,4,3,36064.70529
1,1000,74,16,4,8,4,3,35443.42409
1,1000,74,16,4,24,4,3,36152.34359
1,1000,74,24,1,8,4,4,35699.83069
1,1000,74,24,1,24,4,4,36408.75019
1,1000,74,24,2,8,4,4,35801.18599
1,1000,74,24,2,24,4,4,36510.10549
1,1000,74,24,3,8,4,4,35897.09319
1,1000,74,24,3,24,4,4,36606.01269
1,1000,74,24,4,8,4,4,35984.73149
1,1000,74,24,4,24,4,4,36693.65099
1,1000,74,32,1,8,4,5,36160.21209
1,1000,74,32,1,24,4,5,36869.13159
1,1000,74,32,2,8,4,5,36261.56739
1,1000,74,32,2,24,4,5,36970.48689
1,1000,74,32,3,8,4,5,36357.47459
1,1000,74,32,3,24,4,5,37066.39409
1,1000,74,32,4,8,4,5,36445.11289
1,1000,74,32,4,24,4,5,37154.03239
1,1000,74,40,1,8,4,6,36472.04569
1,1000,74,40,1,24,4,6,37180.96519
1,1000,74,40,2,8,4,6,36573.40099
1,1000,74,40,2,24,4,6,37282.32049
1,1000,74,40,3,8,4,6,36669.30819
1,1000,74,40,3,24,4,6,37378.22769
1,1000,74,40,4,8,4,6,36756.94649
1,1000,74,40,4,24,4,6,37465.86599
1,1000,74,49,1,8,4,7,36879.62309
1,1000,74,49,1,24,4,7,37588.54259
1,1000,74,49,2,8,4,7,36980.97839
1,1000,74,49,2,24,4,7,37689.89789
1,1000,74,49,3,8,4,7,37076.88559
1,1000,74,49,3,24,4,7,37785.80509
1,1000,74,49,4,8,4,7,37164.52389
1,1000,74,49,4,24,4,7,37873.44339
1,1000,74,57,1,8,4,8,37729.20369
1,1000,74,57,1,24,4,8,38438.12319
1,1000,74,57,2,8,4,8,37830.55899
1,1000,74,57,2,24,4,8,38539.47849
1,1000,74,57,3,8,4,8,37926.46619
1,1000,74,57,3,24,4,8,38635.38569
1,1000,74,57,4,8,4,8,38014.10449
1,1000,74,57,4,24,4,8,38723.02399
1,1000,83,16,1,8,4,3,35731.31259
1,1000,83,16,1,24,4,3,36440.23209
1,1000,83,16,2,8,4,3,35832.66789
1,1000,83,16,2,24,4,3,36541.58739
1,1000,83,16,3,8,4,3,35928.57509
1,1000,83,16,3,24,4,3,36637.49459
1,1000,83,16,4,8,4,3,36016.21339
1,1000,83,16,4,24,4,3,36725.13289
1,1000,83,24,1,8,4,4,36258.61999
1,1000,83,24,1,24,4,4,36967.53949
1,1000,83,24,2,8,4,4,36359.97529
1,1000,83,24,2,24,4,4,37068.89479
1,1000,83,24,3,8,4,4,36455.88249
1,1000,83,24,3,24,4,4,37164.80199
1,1000,83,24,4,8,4,4,36543.52079
1,1000,83,24,4,24,4,4,37252.44029
1,1000,83,32,1,8,4,5,36719.00139
1,1000,83,32,1,24,4,5,37427.92089
1,1000,83,32,2,8,4,5,36820.35669
1,1000,83,32,2,24,4,5,37529.27619
1,1000,83,32,3,8,4,5,36916.26389
1,1000,83,32,3,24,4,5,37625.18339
1,1000,83,32,4,8,4,5,37003.90219
1,1000,83,32,4,24,4,5,37712.82169
1,1000,83,40,1,8,4,6,37030.83499
1,1000,83,40,1,24,4,6,37739.75449
1,1000,83,40,2,8,4,6,37132.19029
1,1000,83,40,2,24,4,6,37841.10979
1,1000,83,40,3,8,4,6,37228.09749
1,1000,83,40,3,24,4,6,37937.01699
1,1000,83,40,4,8,4,6,37315.73579
1,1000,83,49,1,8,4,7,37438.41239
1,1000,83,49,1,24,4,7,38147.33189
1,1000,83,49,2,8,4,7,37539.76769
1,1000,83,49,2,24,4,7,38248.68719
1,1000,83,49,3,8,4,7,37635.67489
1,1000,83,49,3,24,4,7,38344.59439
1,1000,83,49,4,8,4,7,37723.31319
1,1000,83,57,1,8,4,8,38287.99299
1,1000,83,57,1,24,4,8,38996.91249
1,1000,83,57,2,8,4,8,38389.34829
1,1000,83,57,2,24,4,8,39098.26779
1,1000,83,57,3,8,4,8,38485.25549
1,1000,83,57,3,24,4,8,39194.17499
1,1000,83,57,4,8,4,8,38572.89379
1,1000,83,57,4,24,4,8,39281.81329
1,1000,92,16,1,8,4,3,36399.60939
1,1000,92,16,1,24,4,3,37108.52889
1,1000,92,16,2,8,4,3,36500.96469
1,1000,92,16,2,24,4,3,37209.88419
1,1000,92,16,3,8,4,3,36596.87189
1,1000,92,16,3,24,4,3,37305.79139
1,1000,92,16,4,8,4,3,36684.51019
1,1000,92,16,4,24,4,3,37393.42969
1,1000,92,24,1,8,4,4,36940.91679
1,1000,92,24,1,24,4,4,37649.83629
1,1000,92,24,2,8,4,4,37042.27209
1,1000,92,24,2,24,4,4,37751.19159
1,1000,92,24,3,8,4,4,37138.17929
1,1000,92,24,3,24,4,4,37847.09879
1,1000,92,24,4,8,4,4,37225.81759
1,1000,92,24,4,24,4,4,37934.73709
1,1000,92,32,1,8,4,5,37401.29819
1,1000,92,32,1,24,4,5,38110.21769
1,1000,92,32,2,8,4,5,37502.65349
1,1000,92,32,2,24,4,5,38211.57299
1,1000,92,32,3,8,4,5,37598.56069
1,1000,92,32,3,24,4,5,38307.48019
1,1000,92,32,4,8,4,5,37686.19899
1,1000,92,32,4,24,4,5,38395.11849
1,1000,92,40,1,8,4,6,37713.13179
1,1000,92,40,1,24,4,6,38422.05129
1,1000,92,40,2,8,4,6,37814.48709
1,1000,92,40,2,24,4,6,38523.40659
1,1000,92,40,3,8,4,6,37910.39429
1,1000,92,40,3,24,4,6,38619.31379
1,1000,92,40,4,8,4,6,37998.03259
1,1000,92,40,4,24,4,6,38706.95209
1,1000,92,49,1,8,4,7,38120.70919
1,1000,92,49,1,24,4,7,38829.62869
1,1000,92,49,2,8,4,7,38222.06449
1,1000,92,49,2,24,4,7,38930.98399
1,1000,92,49,3,8,4,7,38317.97169
1,1000,92,49,3,24,4,7,39026.89119
1,1000,92,49,4,8,4,7,38405.60999
1,1000,92,49,4,24,4,7,39114.52949
1,1000,92,57,1,8,4,8,38970.28979
1,1000,92,57,1,24,4,8,39679.20929
1,1000,92,57,2,8,4,8,39071.64509
1,1000,92,57,2,24,4,8,39780.56459
1,1000,92,57,3,8,4,8,39167.55229
1,1000,92,57,3,24,4,8,39876.47179
1,1000,92,57,4,8,4,8,39255.19059
1,1000,92,57,4,24,4,8,39964.11009
1,1000,95,16,1,8,4,3,37422.76819
1,1000,95,16,1,24,4,3,38131.68769
1,1000,95,16,2,8,4,3,37524.12349
1,1000,95,16,2,24,4,3,38233.04299
1,1000,95,16,3,8,4,3,37620.03069
1,1000,95,16,3,24,4,3,38328.95019
1,1000,95,16,4,8,4,3,37707.66899
1,1000,95,16,4,24,4,3,38416.58849
1,1000,95,24,1,8,4,4,37964.07559
1,1000,95,24,1,24,4,4,38672.99509
1,1000,95,24,2,8,4,4,38065.43089
1,1000,95,24,2,24,4,4,38774.35039
1,1000,95,24,3,8,4,4,38161.33809
1,1000,95,24,3,24,4,4,38870.25759
1,1000,95,24,4,8,4,4,38248.97639
1,1000,95,24,4,24,4,4,38957.89589
1,1000,95,32,1,8,4,5,38424.45699
1,1000,95,32,1,24,4,5,39133.37649
1,1000,95,32,2,8,4,5,38525.81229
1,1000,95,32,2,24,4,5,39234.73179
1,1000,95,32,3,8,4,5,38621.71949
1,1000,95,32,3,24,4,5,39330.63899
1,1000,95,32,4,8,4,5,38709.35779
1,1000,95,32,4,24,4,5,39418.27729
1,1000,95,40,1,8,4,6,38736.29059
1,1000,95,40,1,24,4,6,39445.21009
1,1000,95,40,2,8,4,6,38837.64589
1,1000,95,40,2,24,4,6,39546.56539
1,1000,95,40,3,8,4,6,38933.55309
1,1000,95,40,3,24,4,6,39642.47259
1,1000,95,40,4,8,4,6,39021.19139
1,1000,95,40,4,24,4,6,39730.11089
1,1000,95,49,1,8,4,7,39143.86799
1,1000,95,49,1,24,4,7,39852.78749
1,1000,95,49,2,8,4,7,39245.22329
1,1000,95,49,2,24,4,7,39954.14279
1,1000,95,49,3,8,4,7,39341.13049
1,1000,95,49,3,24,4,7,40050.04999
1,1000,95,49,4,8,4,7,39428.76879
1,1000,95,49,4,24,4,7,40137.68829
1,1000,95,57,1,8,4,8,39993.44859
1,1000,95,57,1,24,4,8,40702.36809
1,1000,95,57,2,8,4,8,40094.80389
1,1000,95,57,2,24,4,8,40803.72339
1,1000,95,57,3,8,4,8,40190.71109
1,1000,95,57,3,24,4,8,40899.63059
1,1000,95,57,4,8,4,8,40278.34939
1,1000,95,57,4,24,4,8,40987.26889
2,1600,20,16,1,8,5,3,36277.65235
2,1600,20,16,1,24,5,3,36986.57185
2,1600,20,16,2,8,5,3,36379.00765
2,1600,20,16,2,24,5,3,37087.92715
2,1600,20,16,3,8,5,3,36474.91485
2,1600,20,16,3,24,5,3,37183.83435
2,1600,20,16,4,8,5,3,36562.55315
2,1600,20,16,4,24,5,3,37271.47265
2,1600,20,24,1,8,5,4,36818.95975
2,1600,20,24,1,24,5,4,37527.87925
2,1600,20,24,2,8,5,4,36920.31505
2,1600,20,24,2,24,5,4,37629.23455
2,1600,20,24,3,8,5,4,37016.22225
2,1600,20,24,3,24,5,4,37725.14175
2,1600,20,24,4,8,5,4,37103.86055
2,1600,20,24,4,24,5,4,37812.78005
2,1600,20,32,1,8,5,5,37279.34115
2,1600,20,32,1,24,5,5,37988.26065
2,1600,20,32,2,8,5,5,37380.69645
2,1600,20,32,2,24,5,5,38089.61595
2,1600,20,32,3,8,5,5,37476.60365
2,1600,20,32,3,24,5,5,38185.52315
2,1600,20,32,4,8,5,5,37564.24195
2,1600,20,32,4,24,5,5,38273.16145
2,1600,20,40,1,8,5,6,37591.17475
2,1600,20,40,1,24,5,6,38300.09425
2,1600,20,40,2,8,5,6,37692.53005
2,1600,20,40,2,24,5,6,38401.44955
2,1600,20,40,3,8,5,6,37788.43725
2,1600,20,40,3,24,5,6,38497.35675
2,1600,20,40,4,8,5,6,37876.07555
2,1600,20,40,4,24,5,6,38584.99505
2,1600,20,49,1,8,5,7,37998.75215
2,1600,20,49,1,24,5,7,38707.67165
2,1600,20,49,2,8,5,7,38100.10745
2,1600,20,49,2,24,5,7,38809.02695
2,1600,20,49,3,8,5,7,38196.01465
2,1600,20,49,3,24,5,7,38904.93415
2,1600,20,49,4,8,5,7,38283.65295
2,1600,20,49,4,24,5,7,38992.57245
2,1600,20,57,1,8,5,8,38848.33275
2,1600,20,57,1,24,5,8,39557.25225
2,1600,20,57,2,8,5,8,38949.68805
2,1600,20,57,2,24,5,8,39658.60755
2,1600,20,57,3,8,5,8,39045.59525
2,1600,20,57,3,24,5,8,39754.51475
2,1600,20,57,4,8,5,8,39133.23355
2,1600,20,57,4,24,5,8,39842.15305
2,1600,26,16,1,8,5,3,37277.27295
2,1600,26,16,1,24,5,3,37986.19245
2,1600,26,16,2,8,5,3,37378.62825
2,1600,26,16,2,24,5,3,38087.54775
2,1600,26,16,3,8,5,3,37474.53545
2,1600,26,16,3,24,5,3,38183.45495
2,1600,26,16,4,8,5,3,37562.17375
2,1600,26,16,4,24,5,3,38271.09325
2,1600,26,24,1,8,5,4,37818.58035
2,1600,26,24,1,24,5,4,38527.49985
2,1600,26,24,2,8,5,4,37919.93565
2,1600,26,24,2,24,5,4,38628.85515
2,1600,26,24,3,8,5,4,38015.84285
2,1600,26,24,3,24,5,4,38724.76235
2,1600,26,24,4,8,5,4,38103.48115
2,1600,26,32,1,8,5,5,38278.96175
2,1600,26,32,1,24,5,5,38987.88125
2,1600,26,32,2,8,5,5,38380.31705
2,1600,26,32,2,24,5,5,39089.23655
2,1600,20,32,3,8,5,5,38476.22425
2,1600,20,32,3,24,5,5,39185.14375
2,1600,20,32,4,8,5,5,38563.86255
2,1600,26,40,1,8,5,6,38590.79535
2,1600,26,40,1,24,5,6,39299.71485
2,1600,26,40,2,8,5,6,38692.15065
2,1600,26,40,2,24,5,6,39401.07015
2,1600,26,40,3,8,5,6,38788.05785
2,1600,26,40,3,24,5,6,39496.97735
2,1600,26,40,4,8,5,6,38875.69615
2,1600,26,49,1,8,5,7,38998.37275
2,1600,26,49,1,24,5,7,39707.29225
2,1600,26,49,2,8,5,7,39099.72805
2,1600,26,49,2,24,5,7,39808.64755
2,1600,26,49,3,8,5,7,39195.63525
2,1600,26,49,3,24,5,7,39904.55475
2,1600,26,49,4,8,5,7,39283.27355
2,1600,26,57,1,8,5,8,39847.95335
2,1600,26,57,1,24,5,8,40556.87285
2,1600,26,57,2,8,5,8,39949.30865
2,1600,26,57,2,24,5,8,40658.22815
2,1600,26,57,3,8,5,8,40045.21585
2,1600,26,57,3,24,5,8,40754.13535
2,1600,26,57,4,8,5,8,40132.85415
2,1600,26,57,4,24,5,8,40841.77365
2,1600,35,16,1,8,5,3,38053.23295
2,1600,35,16,1,24,5,3,38762.15245
2,1600,35,16,2,8,5,3,38154.58825
2,1600,35,16,2,24,5,3,38863.50775
2,1600,35,16,3,8,5,3,38250.49545
2,1600,35,16,3,24,5,3,38959.41495
2,1600,35,16,4,8,5,3,38338.13375
2,1600,35,24,1,8,5,4,38594.54035
2,1600,35,24,1,24,5,4,39303.45985
2,1600,35,24,2,8,5,4,38695.89565
2,1600,35,24,2,24,5,4,39404.81515
2,1600,35,24,3,8,5,4,38791.80285
2,1600,35,24,3,24,5,4,39500.72235
2,1600,35,24,4,8,5,4,38879.44115
2,1600,35,24,4,24,5,4,39588.36065
2,1600,35,32,1,8,5,5,39054.92175
2,1600,35,32,1,24,5,5,39763.84125
2,1600,35,32,2,8,5,5,39156.27705
2,1600,35,32,2,24,5,5,39865.19655
2,1600,35,32,3,8,5,5,39252.18425
2,1600,35,32,3,24,5,5,39961.10375
2,1600,35,32,4,8,5,5,39339.82255
2,1600,35,32,4,24,5,5,40048.74205
2,1600,35,40,1,8,5,6,39366.75535
2,1600,35,40,1,24,5,6,40075.67485
2,1600,35,40,2,8,5,6,39468.11065
2,1600,35,40,2,24,5,6,40177.03015
2,1600,20,40,3,8,5,6,39564.01785
2,1600,20,40,3,24,5,6,40272.93735
2,1600,20,40,4,8,5,6,39651.65615
2,1600,20,40,4,24,5,6,40360.57565
2,1600,35,49,1,8,5,7,39774.33275
2,1600,35,49,1,24,5,7,40483.25225
2,1600,35,49,2,8,5,7,39875.68805
2,1600,35,49,2,24,5,7,40584.60755
2,1600,20,49,3,8,5,7,39971.59525
2,1600,20,49,3,24,5,7,40680.51475
2,1600,20,49,4,8,5,7,40059.23355
2,1600,35,57,1,8,5,8,40623.91335
2,1600,35,57,1,24,5,8,41332.83285
2,1600,35,57,2,8,5,8,40725.26865
2,1600,35,57,2,24,5,8,41434.18815
2,1600,35,57,3,8,5,8,40821.17585
2,1600,35,57,3,24,5,8,41530.09535
2,1600,35,57,4,8,5,8,40908.81415
2,1600,35,57,4,24,5,8,41617.73365
2,1600,44,16,1,8,5,3,38970.47825
2,1600,44,16,1,24,5,3,39679.39775
2,1600,44,16,2,8,5,3,39071.83355
2,1600,44,16,2,24,5,3,39780.75305
2,1600,44,16,3,8,5,3,39167.74075
2,1600,44,16,3,24,5,3,39876.66025
2,1600,44,16,4,8,5,3,39255.37905
2,1600,44,24,1,8,5,4,39511.78565
2,1600,44,24,1,24,5,4,40220.70515
2,1600,44,24,2,8,5,4,39613.14095
2,1600,44,24,2,24,5,4,40322.06045
2,1600,44,24,3,8,5,4,39709.04815
2,1600,44,24,3,24,5,4,40417.96765
2,1600,44,24,4,8,5,4,39796.68645
2,1600,44,24,4,24,5,4,40505.60595
2,1600,44,32,1,8,5,5,39972.16705
2,1600,44,32,1,24,5,5,40681.08655
2,1600,44,32,2,8,5,5,40073.52235
2,1600,44,32,2,24,5,5,40782.44185
2,1600,44,32,3,8,5,5,40169.42955
2,1600,44,32,3,24,5,5,40878.34905
2,1600,44,32,4,8,5,5,40257.06785
2,1600,44,32,4,24,5,5,40965.98735
2,1600,44,40,1,8,5,6,40284.00065
2,1600,44,40,1,24,5,6,40992.92015
2,1600,44,40,2,8,5,6,40385.35595
2,1600,44,40,2,24,5,6,41094.27545
2,1600,44,40,3,8,5,6,40481.26315
2,1600,44,40,3,24,5,6,41190.18265
2,1600,44,40,4,8,5,6,40568.90145
2,1600,44,40,4,24,5,6,41277.82095
2,1600,44,49,1,8,5,7,40691.57805
2,1600,44,49,1,24,5,7,41400.49755
2,1600,44,49,2,8,5,7,40792.93335
2,1600,44,49,2,24,5,7,41501.85285
2,1600,44,49,3,8,5,7,40888.84055
2,1600,44,49,3,24,5,7,41597.76005
2,1600,44,49,4,8,5,7,40976.47885
2,1600,44,49,4,24,5,7,41685.39835
2,1600,44,57,1,8,5,8,41541.15865
2,1600,44,57,1,24,5,8,42250.07815
2,1600,44,57,2,8,5,8,41642.51395
2,1600,44,57,2,24,5,8,42351.43345
2,1600,44,57,3,8,5,8,41738.42115
2,1600,44,57,3,24,5,8,42447.34065
2,1600,44,57,4,8,5,8,41826.05945
2,1600,44,57,4,24,5,8,42534.97895
2,1600,50,16,1,8,5,3,39488.25355
2,1600,50,16,1,24,5,3,40197.17305
2,1600,50,16,2,8,5,3,39589.60885
2,1600,50,16,2,24,5,3,40298.52835
2,1600,44,16,3,8,5,3,39685.51605
2,1600,44,16,3,24,5,3,40394.43555
2,1600,44,16,4,8,5,3,39773.15435
2,1600,44,16,4,24,5,3,40482.07385
2,1600,50,24,1,8,5,4,40029.56095
2,1600,50,24,1,24,5,4,40738.48045
2,1600,50,24,2,8,5,4,40130.91625
2,1600,50,24,2,24,5,4,40839.83575
2,1600,50,24,3,8,5,4,40226.82345
2,1600,50,24,3,24,5,4,40935.74295
2,1600,50,24,4,8,5,4,40314.46175
2,1600,50,24,4,24,5,4,41023.38125
2,1600,50,32,1,8,5,5,40489.94235
2,1600,50,32,1,24,5,5,41198.86185
2,1600,50,32,2,8,5,5,40591.29765
2,1600,50,32,2,24,5,5,41300.21715
2,1600,50,32,3,8,5,5,40687.20485
2,1600,50,32,3,24,5,5,41396.12435
2,1600,50,32,4,8,5,5,40774.84315
2,1600,50,32,4,24,5,5,41483.76265
2,1600,50,40,1,8,5,6,40801.77595
2,1600,50,40,1,24,5,6,41510.69545
2,1600,50,40,2,8,5,6,40903.13125
2,1600,50,40,2,24,5,6,41612.05075
2,1600,20,40,3,8,5,6,40999.03845
2,1600,20,40,3,24,5,6,41707.95795
2,1600,20,40,4,8,5,6,41086.67675
2,1600,20,40,4,24,5,6,41795.59625
2,1600,50,49,1,8,5,7,41209.35335
2,1600,50,49,1,24,5,7,41918.27285
2,1600,50,49,2,8,5,7,41310.70865
2,1600,50,49,2,24,5,7,42019.62815
2,1600,20,49,3,8,5,7,41406.61585
2,1600,20,49,3,24,5,7,42115.53535
2,1600,20,49,4,8,5,7,41494.25415
2,1600,20,49,4,24,5,7,42203.17365
2,1600,50,57,1,8,5,8,42058.93395
2,1600,50,57,1,24,5,8,42767.85345
2,1600,50,57,2,8,5,8,42160.28925
2,1600,50,57,2,24,5,8,42869.20875
2,1600,50,57,3,8,5,8,42256.19645
2,1600,50,57,3,24,5,8,42965.11595
2,1600,50,57,4,8,5,8,42343.83475
2,1600,50,57,4,24,5,8,43052.75425
2,1600,59,16,1,8,5,3,40185.50225
2,1600,59,16,1,24,5,3,40894.42175
2,1600,59,16,2,8,5,3,40286.85755
2,1600,59,16,2,24,5,3,40995.77705
2,1600,59,16,3,8,5,3,40382.76475
2,1600,59,16,3,24,5,3,41091.68425
2,1600,59,16,4,8,5,3,40470.40305
2,1600,59,16,4,24,5,3,41179.32255
2,1600,59,24,1,8,5,4,40726.80965
2,1600,59,24,1,24,5,4,41435.72915
2,1600,59,24,2,8,5,4,40828.16495
2,1600,59,24,2,24,5,4,41537.08445
2,1600,59,24,3,8,5,4,40924.07215
2,1600,59,24,3,24,5,4,41632.99165
2,1600,59,24,4,8,5,4,41011.71045
2,1600,59,24,4,24,5,4,41720.62995
2,1600,59,32,1,8,5,5,41187.19105
2,1600,59,32,1,24,5,5,41896.11055
2,1600,59,32,2,8,5,5,41288.54635
2,1600,59,32,2,24,5,5,41997.46585
2,1600,59,32,3,8,5,5,41384.45355
2,1600,59,32,3,24,5,5,42093.37305
2,1600,59,32,4,8,5,5,41472.09185
2,1600,59,32,4,24,5,5,42181.01135
2,1600,59,40,1,8,5,6,41499.02465
2,1600,59,40,1,24,5,6,42207.94415
2,1600,59,40,2,8,5,6,41600.37995
2,1600,59,40,2,24,5,6,42309.29945
2,1600,59,40,3,8,5,6,41696.28715
2,1600,59,40,3,24,5,6,42405.20665
2,1600,59,40,4,8,5,6,41783.92545
2,1600,59,40,4,24,5,6,42492.84495
2,1600,59,49,1,8,5,7,41906.60205
2,1600,59,49,1,24,5,7,42615.52155
2,1600,59,49,2,8,5,7,42007.95735
2,1600,59,49,2,24,5,7,42716.87685
2,1600,59,49,3,8,5,7,42103.86455
2,1600,59,49,3,24,5,7,42812.78405
2,1600,59,49,4,8,5,7,42191.50285
2,1600,59,49,4,24,5,7,42900.42235
2,1600,59,57,1,8,5,8,42756.18265
2,1600,59,57,1,24,5,8,43465.10215
2,1600,59,57,2,8,5,8,42857.53795
2,1600,59,57,2,24,5,8,43566.45745
2,1600,59,57,3,8,5,8,42953.44515
2,1600,59,57,3,24,5,8,43662.36465
2,1600,59,57,4,8,5,8,43041.08345
2,1600,59,57,4,24,5,8,43750.00295
2,1600,68,16,1,8,5,3,40974.59015
2,1600,68,16,1,24,5,3,41683.50965
2,1600,68,16,2,8,5,3,41075.94545
2,1600,68,16,2,24,5,3,41784.86495
2,1600,68,16,3,8,5,3,41171.85265
2,1600,68,16,3,24,5,3,41880.77215
2,1600,68,16,4,8,5,3,41259.49095
2,1600,68,16,4,24,5,3,41968.41045
2,1600,68,24,1,8,5,4,41515.89755
2,1600,68,24,1,24,5,4,42224.81705
2,1600,68,24,2,8,5,4,41617.25285
2,1600,68,24,2,24,5,4,42326.17235
2,1600,68,24,3,8,5,4,41713.16005
2,1600,68,24,3,24,5,4,42422.07955
2,1600,68,24,4,8,5,4,41800.79835
2,1600,68,24,4,24,5,4,42509.71785
2,1600,68,32,1,8,5,5,41976.27895
2,1600,68,32,1,24,5,5,42685.19845
2,1600,68,32,2,8,5,5,42077.63425
2,1600,68,32,2,24,5,5,42786.55375
2,1600,68,32,3,8,5,5,42173.54145
2,1600,68,32,3,24,5,5,42882.46095
2,1600,68,32,4,8,5,5,42261.17975
2,1600,68,32,4,24,5,5,42970.09925
2,1600,68,40,1,8,5,6,42288.11255
2,1600,68,40,1,24,5,6,42997.03205
2,1600,68,40,2,8,5,6,42389.46785
2,1600,68,40,2,24,5,6,43098.38735
2,1600,68,40,3,8,5,6,42485.37505
2,1600,68,40,3,24,5,6,43194.29455
2,1600,68,40,4,8,5,6,42573.01335
2,1600,68,40,4,24,5,6,43281.93285
2,1600,68,49,1,8,5,7,42695.68995
2,1600,68,49,1,24,5,7,43404.60945
2,1600,68,49,2,8,5,7,42797.04525
2,1600,68,49,2,24,5,7,43505.96475
2,1600,68,49,3,8,5,7,42892.95245
2,1600,68,49,3,24,5,7,43601.87195
2,1600,68,49,4,8,5,7,42980.59075
2,1600,68,49,4,24,5,7,43689.51025
2,1600,68,57,1,8,5,8,43545.27055
2,1600,68,57,1,24,5,8,44254.19005
2,1600,68,57,2,8,5,8,43646.62585
2,1600,68,57,2,24,5,8,44355.54535
2,1600,68,57,3,8,5,8,43742.53305
2,1600,68,57,3,24,5,8,44451.45255
2,1600,68,57,4,8,5,8,43830.17135
2,1600,68,57,4,24,5,8,44539.09085
2,1600,74,16,1,8,5,3,41445.64185
2,1600,74,16,1,24,5,3,42154.56135
2,1600,74,16,2,8,5,3,41546.99715
2,1600,74,16,2,24,5,3,42255.91665
2,1600,74,16,3,8,5,3,41642.90435
2,1600,74,16,3,24,5,3,42351.82385
2,1600,74,16,4,8,5,3,41730.54265
2,1600,74,16,4,24,5,3,42439.46215
2,1600,74,24,1,8,5,4,41986.94925
2,1600,74,24,1,24,5,4,42695.86875
2,1600,74,24,2,8,5,4,42088.30455
2,1600,74,24,2,24,5,4,42797.22405
2,1600,74,24,3,8,5,4,42184.21175
2,1600,74,24,3,24,5,4,42893.13125
2,1600,74,24,4,8,5,4,42271.85005
2,1600,74,24,4,24,5,4,42980.76955
2,1600,74,32,1,8,5,5,42447.33065
2,1600,74,32,1,24,5,5,43156.25015
2,1600,74,32,2,8,5,5,42548.68595
2,1600,74,32,2,24,5,5,43257.60545
2,1600,74,32,3,8,5,5,42644.59315
2,1600,74,32,3,24,5,5,43353.51265
2,1600,74,32,4,8,5,5,42732.23145
2,1600,74,32,4,24,5,5,43441.15095
2,1600,74,40,1,8,5,6,42759.16425
2,1600,74,40,1,24,5,6,43468.08375
2,1600,74,40,2,8,5,6,42860.51955
2,1600,74,40,2,24,5,6,43569.43905
2,1600,74,40,3,8,5,6,42956.42675
2,1600,74,40,3,24,5,6,43665.34625
2,1600,74,40,4,8,5,6,43044.06505
2,1600,74,40,4,24,5,6,43752.98455
2,1600,74,49,1,8,5,7,43166.74165
2,1600,74,49,1,24,5,7,43875.66115
2,1600,74,49,2,8,5,7,43268.09695
2,1600,74,49,2,24,5,7,43977.01645
2,1600,74,49,3,8,5,7,43364.00415
